,ID,縣市,土地面積,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,主建物面積,陽台面積,附屬建物面積,經度,緯度,站點級別,與大眾交通最短距,與國小最短距,國小總人數,與國中最短距,國中總人數,與高中最短距,高中總人數,與大學最短距,大學總人數,與atm最短距,與post最短距,與bank最短距,與腳踏車站最短距,與醫療機構最短距,與便利超商最短距,<0.5的超商數量,<0.5公車站數,與政府最短距,縣市_區域,與百貨最短距,與高鐵最短距,人口密度,老化指數,平均收入
9389,PR-3514,4,-0.3024278316716277,9,14,2,4,0,14.083333333333334,0.7784306534679487,0.3361870826419262,1.0,0.5362202765018109,0.7979801784394637,0.5394443748430586,120.63748137388735,24.14480777850706,4.0,3.03,0.28,166.0,0.3,228.0,0.79,418.0,2.89,7052.0,0.06,0.44,0.36,0.22,0.04,0.06,13.0,56.0,2.13,4,2.38,4.21,1270.7,111.76,0.005039031
9390,PR-3515,1,0.2525551819845498,2,5,2,4,1,45.333333333333336,-0.6579149163326375,-0.8193256863726953,0.0,-0.3506439654418749,1.0624619123898165,-0.4384519028208025,121.52062379543815,25.00758841783363,1.0,0.87,0.13,130.0,0.33,867.0,0.51,1020.0,3.22,3500.0,0.05,0.12,0.07,0.1,0.01,0.04,23.0,81.0,5.64,68,5.41,4.5,1946.61,147.86,0.005073707
9391,PR-3516,1,0.1582955518286722,5,5,2,4,1,37.0,-0.5114076682129779,-0.8193256863726953,0.0,-0.1319689864873391,-0.2684784261990561,0.210632089340363,121.42763373353192,25.027476051005248,2.0,0.55,0.61,261.0,0.56,442.0,1.33,325.0,0.89,25760.0,0.12,0.26,0.14,0.1,0.08,0.08,11.0,127.0,4.12,64,4.26,3.94,1946.61,147.86,0.005073707
9392,PR-3517,1,-0.3234812319818137,7,16,2,4,0,28.75,-0.1948371046289287,0.5092050373606928,1.0,-0.2032575954091285,0.1308036753776056,-0.2313428658483255,121.48760255293377,25.08516157075742,2.0,0.93,0.24,266.0,0.8,317.0,0.34,551.0,7.03,5254.0,0.06,0.71,0.36,0.16,0.05,0.06,15.0,105.0,8.45,58,8.08,5.08,1946.61,147.86,0.005073707
9393,PR-3518,0,-1.1415115817053252,6,15,5,4,0,42.083333333333336,-0.2379274717229462,-0.8193256863726953,0.0,0.3537553846186606,-0.6131578472182257,-0.4384519028208025,121.55674439596302,25.031517433275653,2.0,0.48,0.27,106.0,0.52,15.0,0.54,55.0,0.84,6137.0,0.09,0.22,0.09,0.17,0.07,0.09,28.0,168.0,1.04,27,1.21,4.41,9126.87,166.1,0.006299707
9394,PR-3519,0,0.561987292707887,4,5,2,4,1,39.25,-0.1264670555064206,-0.8193256863726953,0.0,0.3936430586582329,0.8099245148114148,-0.4384519028208025,121.53229376616744,25.05564878581532,1.0,0.33,0.18,170.0,0.31,192.0,0.31,550.0,1.53,13621.0,0.05,0.18,0.05,0.08,0.03,0.14,22.0,190.0,3.81,19,1.75,1.77,9126.87,166.1,0.006299707
9395,PR-3520,0,-0.5040934503962506,9,14,2,4,0,36.333333333333336,0.0843884741403052,1.2259937069098696,1.0,0.4241953196247139,0.0096539778906696,0.0248744994784506,121.57669301048338,25.04457716659139,2.0,0.42,0.37,78.0,0.49,154.0,0.68,636.0,2.62,6137.0,0.05,0.44,0.06,0.08,0.09,0.06,27.0,171.0,1.45,21,1.29,3.2,9126.87,166.1,0.006299707
9396,PR-3521,1,-0.947440568572048,13,16,2,4,0,28.166666666666668,0.0958792386987099,-0.1735979625115834,1.0,0.4403201240236898,0.4925464340709914,-0.4384519028208025,121.49615679560318,24.993750625371536,2.0,0.9,0.74,275.0,0.53,416.0,0.53,304.0,1.8,3500.0,0.04,0.1,0.04,0.13,0.17,0.04,16.0,69.0,3.76,59,3.72,3.97,1946.61,147.86,0.005073707
9397,PR-3522,5,0.437253105938635,18,22,10,4,0,2.4166666666666665,0.6141127202827614,2.2780046637266573,2.0,0.3045322975059964,0.485721099001305,-0.4384519028208025,121.1810029689722,24.9150539024616,3.0,0.56,0.48,94.0,0.78,354.0,0.78,1498.0,5.99,12128.0,0.1,0.52,0.09,0.25,0.09,0.1,8.0,24.0,14.88,88,15.77,11.37,1868.59,101.89,0.005368094
9398,PR-3523,1,1.752826256143274,4,14,10,4,0,9.083333333333334,3.0754344886930456,0.3485455079789808,1.0,3.019440153944132,1.4617440139664784,1.803450043788487,121.37363995583168,24.94224116793861,2.0,2.28,0.35,87.0,0.58,528.0,0.73,220.0,0.34,10236.0,0.07,0.42,0.17,0.17,0.14,0.08,13.0,135.0,12.03,57,12.44,12.09,1946.61,147.86,0.005073707
9399,PR-3524,6,-0.8293636784762226,8,10,4,4,2,44.75,-0.5407091178369096,-0.8193256863726953,0.0,0.2878417104965298,-1.6420771089734696,-0.4384519028208025,120.3054112050786,22.635234013704192,0.0,0.39,0.25,85.0,1.21,174.0,0.83,893.0,1.22,6528.0,0.08,0.49,0.1,0.13,0.05,0.08,18.0,98.0,1.77,108,3.88,5.89,924.21,161.78,0.004997252
9400,PR-3525,0,-0.4706627656571313,8,14,10,4,0,0.5,-0.7751207148283655,0.4288752726698369,1.0,-1.1291608374766513,-0.4476434717783275,-0.1224504855844454,121.5950608681674,25.055753629549947,2.0,0.62,0.24,83.0,0.37,223.0,0.37,299.0,2.88,4365.0,0.08,0.7,0.3,0.18,0.1,0.07,8.0,163.0,3.68,24,3.51,1.21,9126.87,166.1,0.006299707
9401,PR-3526,0,-0.3435252226880865,15,18,4,4,0,0.5,0.1234570736388816,0.6884022047479872,1.0,-0.2004286823566763,-0.9868449422835632,1.2141501035369024,121.51554084652426,25.061991423695343,2.0,0.29,0.24,173.0,0.26,227.0,0.31,410.0,0.85,3980.0,0.09,0.29,0.13,0.14,0.05,0.09,20.0,190.0,5.62,26,1.46,1.57,9126.87,166.1,0.006299707
9402,PR-3527,1,-0.4941916228531038,2,8,2,4,2,25.25,-0.7349030388739489,-0.8193256863726953,0.0,-0.6459824881178583,0.2024696936093142,-0.2783160494915675,121.51047456936551,24.99457792308196,2.0,0.52,0.77,82.0,0.96,320.0,0.4,432.0,1.51,3500.0,0.1,0.34,0.25,0.11,0.15,0.1,20.0,95.0,4.99,59,4.88,5.18,1946.61,147.86,0.005073707
9403,PR-3528,1,0.2108329183561451,4,4,4,4,1,49.5,-0.8613014490164006,-0.8193256863726953,0.0,-0.4029788569122358,-0.6182768485204907,-0.4384519028208025,121.51179753561276,24.99828394938556,1.0,0.52,0.77,358.0,0.79,212.0,0.38,432.0,1.95,3500.0,0.08,0.16,0.18,0.25,0.05,0.08,29.0,103.0,4.97,59,4.83,5.15,1946.61,147.86,0.005073707
9404,PR-3529,5,1.856074438486377,8,8,2,4,2,27.33333333333333,2.166515012123236,1.2924202430965392,1.0,3.877449482752808,1.9890011480997625,-0.4384519028208025,121.29017759439408,24.87995946429148,1.0,10.47,0.23,125.0,0.54,278.0,1.32,319.0,7.43,2762.0,0.08,0.2,0.06,0.59,0.13,0.08,11.0,53.0,12.62,85,12.46,16.65,1868.59,101.89,0.005368094
9405,PR-3530,0,0.7737470074716402,4,4,2,4,1,43.5,-0.5912684818938905,-0.8193256863726953,0.0,-0.1144297255621373,0.2877863819803957,-0.4384519028208025,121.5884279836808,25.06977345565876,2.0,1.03,0.17,132.0,0.81,212.0,0.86,111.0,1.36,541.0,0.06,0.06,0.2,0.09,0.08,0.1,15.0,212.0,4.31,22,4.25,2.59,9126.87,166.1,0.006299707
9406,PR-3531,1,0.3732517303381498,12,14,2,4,0,9.166666666666666,0.5382736741972904,0.5122946436949566,1.0,0.3565842976711124,0.555680783465592,-0.4384519028208025,121.44577246056096,25.184863405359216,1.0,1.9,0.81,261.0,0.69,520.0,0.9,560.0,1.21,24534.0,0.04,0.31,0.22,0.14,0.17,0.04,6.0,235.0,19.31,71,19.04,16.82,1946.61,147.86,0.005073707
9407,PR-3532,1,-0.6905698579381822,11,13,2,4,0,15.5,-0.7159432773525813,0.9788252001687744,1.0,-1.0802206416692326,-0.4459371380109059,0.5287686512877765,121.49532022962926,25.086399939193733,2.0,1.4,0.42,308.0,0.45,317.0,0.57,551.0,7.81,5254.0,0.16,0.61,0.49,0.07,0.02,0.16,8.0,33.0,8.82,58,8.44,4.79,1946.61,147.86,0.005073707
9408,PR-3533,1,-1.1183432279393215,15,23,10,4,0,2.4166666666666665,-0.648722304685914,-0.8193256863726953,0.0,-0.842874836568514,-1.177954324234786,0.287497298938396,121.50447052297326,24.99921179131085,2.0,0.59,0.3,509.0,0.28,945.0,0.28,547.0,2.02,3500.0,0.06,0.51,0.06,0.16,0.03,0.07,22.0,120.0,4.24,59,4.11,4.42,1946.61,147.86,0.005073707
9409,PR-3534,12,0.8038850942170428,3,7,2,4,2,26.75,0.3728066645562629,1.616828908194227,1.0,0.99195816925182,0.1120340039359675,-0.4384519028208025,121.7821205232549,25.13083661508792,5.0,1.93,0.22,40.0,1.22,85.0,1.09,30.0,2.28,9068.0,0.15,0.61,0.3,3.49,0.08,0.14,4.0,0.0,3.79,45,24.03,19.63,2723.18,196.12,0.004434616
9410,PR-3535,7,1.5106400518901428,3,5,10,4,1,5.5,-0.0052394894152513,0.3083806256335528,1.0,0.3744064499015595,0.1649303507260381,-0.4384519028208025,120.18908922971914,23.042811679353893,4.0,4.46,0.48,209.0,1.3,371.0,2.44,334.0,3.54,919.0,0.2,0.87,0.31,0.39,0.25,0.2,4.0,35.0,5.78,36,5.75,16.43,845.48,156.53,0.00456428
9411,PR-3536,0,0.385749182577073,7,7,2,4,2,45.66666666666666,0.6497340904138158,-0.8193256863726953,0.0,0.6018510593186964,1.5026960243845973,-0.4384519028208025,121.56362220184836,25.05772701240109,2.0,0.69,0.14,176.0,0.39,230.0,0.44,328.0,3.21,7292.0,0.03,0.27,0.12,0.16,0.03,0.04,21.0,172.0,2.23,29,2.37,4.38,9126.87,166.1,0.006299707
9412,PR-3537,0,1.9105825570976804,2,4,2,4,1,45.0,0.2171068047898795,-0.8193256863726953,0.0,0.9093539081202234,2.0521354974943624,-0.4384519028208025,121.5534449351799,25.03378677413384,2.0,0.14,0.26,370.0,0.47,15.0,0.26,55.0,1.25,6137.0,0.07,0.3,0.1,0.09,0.03,0.11,23.0,156.0,1.19,27,1.34,4.01,9126.87,166.1,0.006299707
9413,PR-3538,4,-0.8974747931783535,12,14,10,4,0,23.75,-0.3361735086973061,-0.5227234782833807,1.0,-0.5647926835124872,0.6682988121154194,-0.4384519028208025,120.66480193492198,24.127624228777226,4.0,0.23,0.94,202.0,0.23,156.0,1.61,675.0,1.16,15154.0,0.11,0.11,0.14,0.04,0.1,0.1,9.0,28.0,4.23,3,3.1,5.21,1270.7,111.76,0.005039031
9414,PR-3539,1,-1.0391045740321496,11,19,10,4,0,3.25,-0.183346340070524,0.3006566097978936,1.0,-0.6075092706045119,-0.524428491312301,1.3401236414892344,121.47401820292782,25.035469728059542,2.0,0.6,0.35,293.0,0.92,466.0,1.1,257.0,1.83,11486.0,0.06,0.44,0.26,0.15,0.16,0.06,8.0,45.0,2.76,65,2.39,2.6,1946.61,147.86,0.005073707
9415,PR-3540,1,-0.283393250569268,4,5,2,4,1,38.833333333333336,-0.8118911614152606,-0.8193256863726953,0.0,-0.436360030931169,0.0642566584481619,-0.4384519028208025,121.46163887716013,25.00039814067307,2.0,0.93,0.35,448.0,1.11,215.0,0.44,307.0,1.04,4223.0,0.13,0.39,0.13,0.14,0.14,0.16,16.0,99.0,1.33,65,1.71,1.53,1946.61,147.86,0.005073707
9416,PR-3541,4,0.2839670475158435,4,5,2,4,1,33.583333333333336,-0.0983146823383293,-0.8193256863726953,0.0,0.5220757112395512,-0.116614720898531,-0.4384519028208025,120.6527416398968,24.167082382417192,4.0,4.47,0.39,234.0,0.74,292.0,0.81,729.0,1.44,21393.0,0.1,0.32,0.22,0.16,0.08,0.13,7.0,101.0,0.83,16,0.93,7.13,1270.7,111.76,0.005039031
9417,PR-3542,1,-1.221567376720427,8,13,2,4,0,12.583333333333334,-1.4076873037685436,-0.8193256863726953,0.0,-1.6304442303711366,-1.6420771089734696,-0.1245856302955019,121.46634057693466,25.0124631825453,1.0,0.34,0.57,489.0,0.58,777.0,0.58,380.0,0.97,11486.0,0.08,0.08,0.07,0.02,0.16,0.08,16.0,136.0,0.16,65,0.29,0.31,1946.61,147.86,0.005073707
9418,PR-3543,5,-0.0569730629867783,14,14,2,4,0,22.08333333333333,1.4282333892457333,0.2682157432881247,1.0,1.5184188883131275,2.1493965222373954,0.0526313807221848,121.29528635231648,25.017767467832787,1.0,3.67,0.33,270.0,0.29,502.0,2.74,0.0,2.66,5108.0,0.02,0.94,0.23,0.23,0.01,0.09,14.0,45.0,2.82,87,3.62,8.21,1868.59,101.89,0.005368094
9419,PR-3544,1,-0.5118803244835796,11,12,2,4,0,28.666666666666668,-0.4062671725035747,-0.8193256863726953,0.0,-0.3223548349173554,0.2604850417016496,-0.0818827360743726,121.44324924241434,24.97752238992642,2.0,0.5,0.56,328.0,0.63,8.0,0.63,109.0,1.39,4996.0,0.03,0.18,0.14,0.04,0.1,0.03,14.0,62.0,4.41,62,4.81,4.56,1946.61,147.86,0.005073707
9420,PR-3545,16,0.4723421064556113,2,6,2,4,2,28.75,0.0487671040092508,-0.8193256863726953,0.0,0.5475359287116189,0.3185003897939851,-0.4384519028208025,120.88365253513786,24.68375111758622,1.0,0.46,0.4,64.0,0.78,292.0,0.91,434.0,5.55,3784.0,0.18,0.33,0.54,6.67,0.4,0.18,4.0,0.0,14.66,95,2.14,10.47,293.98,157.36,0.005120673
9421,PR-3546,4,-0.1794721284902228,11,16,10,4,0,23.5,0.6370942493995708,-0.8193256863726953,0.0,0.3418739497983623,0.3901664080256936,-0.4384519028208025,120.69359985526008,24.152063901184032,4.0,0.52,0.15,215.0,0.24,243.0,0.78,935.0,0.71,3121.0,0.1,0.25,0.54,0.06,0.06,0.1,6.0,50.0,4.87,9,3.25,9.01,1270.7,111.76,0.005039031
9422,PR-3547,0,0.5268742586289125,5,7,10,4,2,33.666666666666664,0.5204629891317629,-0.8193256863726953,0.0,0.7195338423006974,0.3731030703514773,-0.4384519028208025,121.55782660514156,25.047321505498537,1.0,0.66,0.74,314.0,0.37,162.0,0.37,344.0,2.32,13621.0,0.07,0.07,0.05,0.02,0.05,0.15,17.0,80.0,1.27,29,1.53,4.13,9126.87,166.1,0.006299707
9423,PR-3548,6,-0.7918713217594532,4,14,2,4,0,13.833333333333334,-0.117274443859697,-0.0438344964725083,1.0,-0.3152825522862255,-0.6131578472182257,0.6056338608858094,120.32387513858002,22.675120169337408,3.0,1.78,0.32,246.0,1.14,675.0,0.95,487.0,0.72,8683.0,0.1,0.54,0.69,0.38,0.28,0.1,6.0,26.0,6.19,99,2.09,2.08,924.21,161.78,0.004997252
9424,PR-3549,0,1.3372859691990802,2,6,2,4,2,23.916666666666668,0.507823148117518,-0.8193256863726953,0.0,0.100567666424211,0.2690167105387576,0.1615237609860646,121.52427751225648,25.0397607936302,2.0,0.55,0.36,278.0,0.86,777.0,0.3,807.0,0.27,7490.0,0.06,0.25,0.21,0.09,0.04,0.11,14.0,137.0,4.06,20,1.28,1.18,9126.87,166.1,0.006299707
9425,PR-3550,6,0.0923474577063551,10,17,10,4,0,4.5,0.847949779046297,0.4165168473327821,1.0,0.1260278838962783,1.791066431078853,-0.4384519028208025,120.37031980480955,22.62458381030229,3.0,0.24,0.59,158.0,0.19,638.0,1.65,639.0,3.14,9728.0,0.1,0.17,0.4,0.07,0.09,0.1,5.0,67.0,5.99,113,8.54,9.44,924.21,161.78,0.004997252
9426,PR-3551,1,0.7524052044174788,6,7,2,4,2,43.5,1.3001113644195212,-0.8193256863726953,0.0,1.7424688020673225,2.787565351253086,-0.4384519028208025,121.51067125933598,25.00621453359701,1.0,0.37,0.58,450.0,0.54,268.0,0.54,380.0,2.8,3500.0,0.04,0.32,0.23,0.17,0.02,0.04,28.0,71.0,4.66,68,4.45,4.68,1946.61,147.86,0.005073707
9427,PR-3552,1,0.5104833693463245,7,7,2,4,2,22.08333333333333,-0.0109848716944536,0.1569899152546319,1.0,0.3096243410004101,0.39699174309538,-0.4384519028208025,121.47993837522986,25.06454834873385,2.0,1.07,0.26,127.0,0.14,230.0,0.11,269.0,5.06,11486.0,0.13,0.26,0.33,0.06,0.27,0.2,16.0,39.0,6.03,58,5.67,4.15,1946.61,147.86,0.005073707
9428,PR-3553,1,-0.328768615621358,4,7,10,4,2,2.333333333333333,-0.5280692768226647,-0.8193256863726953,0.0,-1.104266402615074,-0.8708142460988922,1.5472326784617112,121.46547235963592,24.997659681356502,2.0,1.31,0.48,279.0,0.72,215.0,0.65,307.0,1.27,4223.0,0.09,0.46,0.24,0.05,0.11,0.09,19.0,63.0,1.6,59,1.92,1.83,1946.61,147.86,0.005073707
9429,PR-3554,6,-0.1071791740004522,11,15,2,4,0,13.916666666666666,0.0654287126189376,0.4103376346642547,1.0,-0.102831182047084,0.3099687209568768,-0.4384519028208025,120.2893347272621,22.653233903688506,4.0,0.79,0.39,288.0,0.56,421.0,0.94,205.0,2.34,6528.0,0.1,1.07,0.88,0.19,0.04,0.09,7.0,70.0,4.32,115,2.35,4.37,924.21,161.78,0.004997252
9430,PR-3555,1,-0.6840567626367434,6,7,2,4,2,26.58333333333333,-0.9687400976374846,-0.8193256863726953,0.0,-1.1305752940028773,0.5317921107216891,-0.4384519028208025,121.45211272276612,25.050199700066063,2.0,0.82,0.4,156.0,0.84,324.0,1.52,212.0,2.64,25760.0,0.09,0.19,0.17,0.28,0.03,0.09,26.0,82.0,4.43,64,4.23,4.19,1946.61,147.86,0.005073707
9431,PR-3556,5,-0.7024184040031614,6,24,2,4,0,14.416666666666666,0.8272664028411684,1.054520555358235,1.0,0.6722909943247498,0.7706788381607175,0.6910396493280679,121.247473297695,24.945555705674693,1.0,2.38,0.45,167.0,1.43,211.0,2.95,480.0,1.05,2762.0,0.01,1.38,1.83,0.12,0.02,0.11,8.0,33.0,7.55,82,8.32,8.21,1868.59,101.89,0.005368094
9432,PR-3557,0,-0.2429447657267533,6,10,4,4,2,11.333333333333334,-0.872217675346885,0.9896388223386972,1.0,-1.0963454460682087,-0.8588699097269408,-0.2740457600694544,121.58728472996488,25.06491189348965,2.0,1.52,0.39,132.0,1.36,212.0,1.42,111.0,1.89,541.0,0.08,0.5,0.5,0.18,0.14,0.17,14.0,142.0,3.8,22,3.73,2.34,9126.87,166.1,0.006299707
9433,PR-3558,6,-0.2373930129052316,4,21,2,5,0,8.416666666666666,1.570718869769952,0.4196064536670457,1.0,1.045424625943162,1.070993581226925,0.7508237012376489,120.28727835023244,22.66519938525698,4.0,0.1,0.54,65.0,0.5,116.0,0.5,180.0,3.25,6528.0,0.15,0.33,0.31,0.03,0.18,0.15,10.0,66.0,5.58,115,1.72,3.39,924.21,161.78,0.004997252
9434,PR-3559,2,0.3024728902542487,6,7,10,4,2,14.166666666666666,-0.0431590124579868,-0.8193256863726953,1.0,0.1336659491378989,-1.6420771089734696,-0.4384519028208025,120.95115637156395,24.805729723351423,1.0,2.11,0.95,210.0,0.48,330.0,0.82,588.0,3.37,5751.0,0.04,0.04,0.22,0.49,0.47,0.19,5.0,12.0,1.8,75,2.49,9.1,4344.33,87.03,0.006841633
9435,PR-3560,5,0.8877622255898154,6,23,2,4,0,19.166666666666668,4.063640240715849,2.242474190882625,2.0,4.5473360935734295,4.754968185090228,-0.1886399716271971,121.29653359191846,25.0213943544845,1.0,3.97,0.15,211.0,0.7,502.0,3.12,0.0,2.92,5108.0,0.06,0.7,0.12,0.13,0.11,0.06,14.0,51.0,3.19,87,3.91,8.37,1868.59,101.89,0.005368094
9436,PR-3561,1,0.219100463683433,4,27,10,4,0,6.25,0.9553884276673804,0.4149720441656503,1.0,0.5147205373031765,0.1700493520283029,0.9237704228332232,121.4494601822077,24.98858139652089,2.0,0.37,0.48,398.0,1.18,120.0,0.71,738.0,0.82,4223.0,0.06,0.58,0.11,0.18,0.1,0.07,18.0,81.0,3.03,62,3.44,3.18,1946.61,147.86,0.005073707
9437,PR-3562,3,1.1176192125380089,5,5,10,4,1,2.1666666666666665,-0.0402863213183853,-0.8193256863726953,1.0,-0.2660594651735617,-0.3435571119656079,-0.4384519028208025,121.04378537579862,24.90747407134528,3.0,0.51,0.42,282.0,0.97,196.0,2.09,200.0,7.2,11377.0,0.18,0.24,0.52,4.91,0.33,0.17,2.0,0.0,9.37,79,12.77,11.14,406.65,86.71,0.006554591
9438,PR-3563,4,-0.676101653615429,8,13,10,4,0,0.25,-0.5292183532785051,-0.0098488267956075,1.0,-0.729718314470436,-0.7394265460074265,-0.4384519028208025,120.70619151890732,24.18389888826283,4.0,0.57,0.81,20.0,0.81,18.0,0.81,6.0,3.15,7604.0,0.14,0.72,0.93,0.08,0.62,0.2,3.0,41.0,6.49,2,5.51,12.11,1270.7,111.76,0.005039031
9439,PR-3564,1,-0.2480158473083164,5,7,2,4,2,14.25,-0.1689828843725181,-0.8193256863726953,0.0,-0.5028394876637896,-0.0807817117826766,-0.1053693278959936,121.47730276749972,25.08780417105007,2.0,0.48,0.31,372.0,0.38,444.0,0.38,452.0,6.15,5254.0,0.01,0.34,0.06,0.25,0.02,0.01,18.0,96.0,8.52,73,8.18,5.96,1946.61,147.86,0.005073707
9440,PR-3565,5,0.98646806471531,11,14,10,4,0,7.25,0.8330117851203708,2.3552448220832503,2.0,0.4159914717726031,0.0625503246807403,0.7444182671044796,121.20595627977372,25.00151355824572,1.0,0.25,0.83,20.0,1.06,299.0,2.66,442.0,2.92,9013.0,0.19,0.19,0.61,0.22,0.2,0.19,3.0,29.0,9.63,82,10.95,1.49,1868.59,101.89,0.005368094
9441,PR-3566,1,-0.7532493876287812,10,12,2,4,0,22.75,0.2441101015021304,0.3114702319678166,1.0,0.6346664507271389,0.5727441211398082,-0.4384519028208025,121.5135063416328,24.99946074845564,1.0,0.45,0.56,358.0,0.88,212.0,0.43,432.0,2.12,3500.0,0.21,0.31,0.3,0.16,0.05,0.07,28.0,101.0,5.1,59,4.94,5.27,1946.61,147.86,0.005073707
9442,PR-3567,0,-0.6971550539256147,5,18,10,0,0,1.0,-0.4987678271987324,-0.8193256863726953,0.0,-0.8887032280182358,-1.2018429969786888,1.48744862655213,121.52147749244502,25.02440481716856,1.0,0.26,0.19,112.0,0.89,777.0,0.17,169.0,0.64,16164.0,0.12,0.34,0.2,0.23,0.07,0.12,23.0,184.0,4.58,20,2.76,2.66,9126.87,166.1,0.006299707
9443,PR-3568,2,-0.1243631708289713,3,23,10,4,0,7.0,0.8571423906930205,-0.0577377249766949,1.0,0.4338136240030507,0.4498880898854506,1.3678805227329678,121.014865044652,24.79148075681836,4.0,0.79,0.35,0.0,0.69,405.0,1.3,186.0,1.83,20412.0,0.03,0.53,0.24,0.45,0.08,0.03,6.0,11.0,4.93,75,4.55,3.19,4344.33,87.03,0.006841633
9444,PR-3569,0,-0.215931042041081,2,4,2,4,1,49.41666666666666,-1.2652018232443252,-0.8193256863726953,0.0,-0.8915321410706875,-1.6420771089734696,-0.4384519028208025,121.5564947136519,25.02009785221677,2.0,0.3,0.63,160.0,0.74,152.0,0.68,89.0,0.78,6137.0,0.06,0.41,0.14,0.12,0.02,0.06,14.0,118.0,2.11,27,2.14,5.05,9126.87,166.1,0.006299707
9445,PR-3570,5,-1.077966843782801,14,14,2,4,0,19.08333333333333,-1.0445791437229552,-0.8193256863726953,0.0,-1.2878628597192057,-0.4186357977321598,-0.2462888788257204,121.3113811829437,24.987869039682,1.0,0.31,0.48,157.0,0.97,427.0,0.97,1026.0,4.84,8799.0,0.07,0.33,0.27,0.25,0.19,0.05,20.0,195.0,1.19,87,0.34,10.2,1868.59,101.89,0.005368094
9446,PR-3571,5,-0.8652698201011285,7,15,2,4,0,1.3333333333333333,-0.558519802902437,-0.8193256863726953,0.0,-0.6937911187042964,-0.959543602004817,-0.4384519028208025,121.30249818394988,25.029345272707324,1.0,4.59,0.95,211.0,0.86,119.0,2.63,429.0,3.86,5108.0,0.21,0.46,0.74,0.18,0.4,0.21,9.0,65.0,4.05,87,4.53,9.11,1868.59,101.89,0.005368094
9447,PR-3572,1,0.0049614262818848,13,22,10,0,0,6.666666666666667,0.5359755212856095,1.4144596932999554,1.0,0.5475359287116189,0.5522681159307485,-0.4384519028208025,121.48821586784943,24.989696156060027,2.0,1.58,0.15,280.0,0.43,416.0,0.43,304.0,2.15,3500.0,0.16,0.83,0.75,0.31,0.45,0.15,6.0,35.0,3.42,59,3.49,3.66,1946.61,147.86,0.005073707
9448,PR-3573,5,-1.206594467595717,21,21,2,4,0,13.166666666666666,-0.7446701887485929,0.7023054332521736,1.0,-0.9246304237843752,0.3355637274682013,-0.4384519028208025,121.2245151591604,24.965066309088066,2.0,0.42,0.37,192.0,0.99,86.0,1.02,588.0,1.86,16529.0,0.07,0.19,0.16,0.07,0.0,0.14,16.0,61.0,8.32,82,9.42,5.42,1868.59,101.89,0.005368094
9449,PR-3574,1,-0.3480675659056951,6,10,10,4,2,0.25,-0.7257104272272253,-0.8193256863726953,0.0,-1.2242123160390368,-0.7872038914952323,0.7700400036371574,121.48417597877103,25.055795388825395,2.0,0.01,0.39,413.0,0.75,181.0,0.75,427.0,4.31,11486.0,0.01,0.71,0.2,0.06,0.16,0.04,15.0,32.0,5.24,58,4.86,3.41,1946.61,147.86,0.005073707
9450,PR-3575,1,0.8241694205432952,4,5,2,4,1,37.833333333333336,-0.5125567446688183,-0.8193256863726953,0.0,0.1874152971344857,-0.7564898836816428,-0.4384519028208025,121.47640813277398,25.087184108959715,2.0,0.36,0.23,372.0,0.27,444.0,0.27,452.0,6.04,5254.0,0.07,0.36,0.07,0.22,0.01,0.07,23.0,121.0,8.44,73,8.1,5.97,1946.61,147.86,0.005073707
9451,PR-3576,1,-1.2414911996167102,19,24,2,4,0,5.75,-0.9210534247201048,0.5787211798816261,1.0,-1.27230383793072,-0.7394265460074265,0.1871454975187422,121.48738929195024,25.051315965817302,2.0,0.58,0.59,413.0,0.56,181.0,0.56,427.0,4.04,11486.0,0.02,0.17,0.31,0.09,0.13,0.02,16.0,23.0,4.92,58,4.53,2.99,1946.61,147.86,0.005073707
9452,PR-3577,4,0.4087493014090911,12,14,10,4,0,0.1666666666666666,0.0114221191944354,0.5740867703802304,1.0,-0.2974604000557784,0.1035023350988595,-0.4384519028208025,120.67129478236428,24.17783221154392,4.0,3.13,0.59,47.0,0.34,91.0,0.69,360.0,2.5,21393.0,0.11,0.17,0.2,0.11,0.22,0.11,8.0,46.0,3.04,2,2.67,9.18,1270.7,111.76,0.005039031
9453,PR-3578,1,1.5047277956386522,4,4,2,4,1,42.5,-0.3482388114836312,-0.8193256863726953,0.0,0.2533289712566161,0.4567134249551373,-0.4384519028208025,121.65465181384016,25.07183443024867,2.0,0.85,0.56,175.0,0.66,207.0,0.92,273.0,9.14,4850.0,0.06,0.89,0.69,0.26,0.41,0.06,3.0,48.0,20.25,69,19.89,14.13,1946.61,147.86,0.005073707
9454,PR-3579,1,-1.077894743096807,11,14,2,4,0,13.833333333333334,-0.7728225619166844,-0.8193256863726953,0.0,-1.0117609457998953,-0.667760527775718,-0.4384519028208025,121.67204707219224,25.066258708288924,2.0,1.01,0.47,239.0,1.13,373.0,1.13,273.0,9.69,1090.0,0.22,0.9,0.86,0.41,0.78,0.22,3.0,32.0,21.73,69,21.39,15.76,1946.61,147.86,0.005073707
